"행정구역","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"부산광역시 연제구 연산제5동(2647069000)","7,927","7,927","261","316","1,345","1,654","1,183","1,183","1,086","614","269","16","0","8,913","8,913","326","306","1,891","1,719","1,048","1,235","1,228","758","353","49","0"
"부산광역시 연제구 연산제6동(2647070000)","7,370","7,370","400","464","780","990","1,080","1,131","1,296","844","366","19","0","8,117","8,117","429","452","674","885","1,005","1,221","1,635","1,118","617","80","1"
"부산광역시 연제구 연산제8동(2647072000)","6,451","6,451","471","546","605","791","1,027","1,063","1,136","619","180","13","0","6,826","6,826","462","526","544","778","1,026","1,133","1,264","748","296","49","0"
"부산광역시 연제구 연산제9동(2647073000)","15,417","15,417","851","1,296","1,787","1,919","2,246","2,549","2,731","1,492","510","36","0","17,089","17,089","856","1,298","1,564","1,803","2,443","3,165","3,301","1,751","757","146","5"
"부산광역시 수영구 (2650000000)","81,316","81,316","4,432","5,889","10,338","11,633","11,811","12,615","12,592","8,313","3,408","278","7","92,185","92,185","4,335","5,462","11,593","11,640","12,207","14,146","16,227","10,671","5,034","846","24"
"부산광역시 수영구 남천제1동(2650066000)","7,576","7,576","527","702","916","1,057","1,132","1,246","1,062","594","300","39","1","8,977","8,977","550","702","1,056","1,107","1,302","1,460","1,371","899","446","84","0"
"부산광역시 수영구 남천제2동(2650067000)","6,271","6,271","435","643","698","658","941","1,068","1,001","567","240","20","0","7,184","7,184","455","624","620","754","1,083","1,336","1,256","684","287","81","4"
"부산광역시 수영구 수영동(2650073000)","6,617","6,617","222","316","754","837","842","1,074","1,197","935","425","15","0","7,304","7,304","210","263","823","768","750","1,056","1,566","1,180","596","91","1"
"부산광역시 수영구 망미제1동(2650074000)","12,329","12,329","700","975","1,186","1,411","1,780","1,832","2,171","1,605","601","68","0","13,697","13,697","613","898","1,172","1,413","1,757","2,105","2,813","1,829","920","173","4"
"부산광역시 수영구 망미제2동(2650075000)","4,891","4,891","249","380","539","578","730","821","837","526","222","8","1","5,087","5,087","218","299","425","532","665","855","1,042","742","260","48","1"
"부산광역시 수영구 광안제1동(2650076000)","11,623","11,623","440","791","1,997","2,125","1,586","1,593","1,550","1,068","433","39","1","13,490","13,490","411","629","2,740","2,024","1,662","1,830","2,085","1,378","635","94","2"
"부산광역시 수영구 광안제2동(2650077000)","8,474","8,474","426","587","1,234","1,344","1,291","1,277","1,187","755","341","28","4","9,921","9,921","432","635","1,475","1,388","1,382","1,424","1,488","1,082","536","71","8"
"부산광역시 수영구 광안제3동(2650078000)","4,356","4,356","100","170","783","819","551","609","672","469","168","15","0","4,944","4,944","87","180","1,073","751","525","585","800","607","290","45","1"
"부산광역시 수영구 광안제4동(2650079000)","5,976","5,976","389","446","708","897","913","936","842","557","267","21","0","7,265","7,265","409","414","793","942","1,072","1,161","1,181","802","430","59","2"
"부산광역시 수영구 민락동(2650080000)","13,203","13,203","944","879","1,523","1,907","2,045","2,159","2,073","1,237","411","25","0","14,316","14,316","950","818","1,416","1,961","2,009","2,334","2,625","1,468","634","100","1"
"부산광역시 사상구 (2653000000)","101,122","101,122","4,693","6,967","12,707","13,024","13,735","17,912","20,003","9,210","2,714","155","2","100,492","100,492","4,402","6,720","11,613","10,808","12,308","18,062","20,482","10,701","4,728","646","22"
"부산광역시 사상구 삼락동(2653058000)","2,710","2,710","79","120","241","246","306","605","684","312","112","4","1","2,465","2,465","79","129","188","224","216","450","574","400","184","20","1"
"부산광역시 사상구 모라제1동(2653059100)","13,065","13,065","601","890","1,497","1,615","1,746","2,268","2,734","1,305","389","20","0","13,205","13,205","565","877","1,274","1,368","1,581","2,386","2,976","1,479","618","78","3"
"부산광역시 사상구 모라제3동(2653059300)","4,334","4,334","69","170","309","317","542","881","1,171","632","231","12","0","4,842","4,842","77","149","213","247","360","778","1,206","1,127","600","82","3"
"부산광역시 사상구 덕포제1동(2653060000)","5,919","5,919","403","392","676","939","826","1,022","1,030","469","151","11","0","5,779","5,779","421","374","532","788","752","988","1,060","560","269","32","3"
"부산광역시 사상구 덕포제2동(2653061000)","6,092","6,092","241","451","680","706","801","1,070","1,330","652","154","7","0","5,943","5,943","258","374","616","584","679","1,138","1,359","631","263","40","1"
"부산광역시 사상구 괘법동(2653062000)","12,527","12,527","470","511","2,192","2,281","1,526","2,050","2,287","960","234","16","0","11,859","11,859","434","466","2,513","1,816","1,249","1,845","2,135","971","370","58","2"
"부산광역시 사상구 감전동(2653064500)","6,357","6,357","173","265","651","769","828","1,261","1,502","679","223","6","0","5,653","5,653","143","257","532","551","558","1,041","1,369","795","364","42","1"
"부산광역시 사상구 주례제1동(2653065000)","8,324","8,324","560","590","917","1,214","1,109","1,386","1,604","720","212","12","0","8,111","8,111","495","555","848","1,032","1,014","1,589","1,550","692","285","49","2"
"부산광역시 사상구 주례제2동(2653066000)","10,807","10,807","459","870","1,938","1,482","1,490","1,674","1,779","823","281","10","1","10,833","10,833","428","906","1,874","1,158","1,387","1,738","1,869","976","434","61","2"
"부산광역시 사상구 주례제3동(2653066100)","5,892","5,892","272","459","730","685","785","1,024","1,139","580","195","23","0","6,233","6,233","227","454","707","571","748","1,138","1,319","692","321","55","1"
"부산광역시 사상구 학장동(2653067000)","13,034","13,034","625","1,073","1,422","1,361","2,002","2,388","2,575","1,242","321","25","0","13,359","13,359","577","959","1,182","1,203","1,862","2,481","2,916","1,459","642","76","2"
"부산광역시 사상구 엄궁동(2653068000)","12,061","12,061","741","1,176","1,454","1,409","1,774","2,283","2,168","836","211","9","0","12,210","12,210","698","1,220","1,134","1,266","1,902","2,490","2,149","919","378","53","1"
"부산광역시 기장군 (2671000000)","87,897","87,897","7,700","9,819","8,562","10,868","16,686","13,940","11,205","6,540","2,361","212","4","89,444","89,444","7,302","9,245","7,548","10,597","16,220","13,167","12,642","7,919","4,057","718","29"
"부산광역시 기장군 기장읍(2671025000)","25,294","25,294","1,349","2,035","2,877","3,110","3,678","4,639","4,180","2,369","969","87","1","26,426","26,426","1,266","1,833","2,548","2,599","3,578","4,714","4,732","3,103","1,766","276","11"
"부산광역시 기장군 장안읍(2671025300)","4,741","4,741","192","213","538","586","627","909","929","530","195","22","0","4,018","4,018","175","189","334","394","394","649","893","530","375","80","5"
"부산광역시 기장군 정관읍(2671025600)","39,357","39,357","4,338","6,121","3,368","4,532","9,234","5,692","3,231","2,104","681","55","1","40,137","40,137","4,101","5,771","3,142","4,846","9,361","5,023","4,029","2,621","1,040","198","5"
"부산광역시 기장군 일광읍(2671025900)","14,702","14,702","1,694","1,252","1,467","2,329","2,700","2,046","1,979","913","292","28","2","15,109","15,109","1,637","1,224","1,327","2,518","2,527","2,171","2,045","1,026","522","109","3"
"부산광역시 기장군 철마면(2671033000)","3,803","3,803","127","198","312","311","447","654","886","624","224","20","0","3,754","3,754","123","228","197","240","360","610","943","639","354","55","5"
"대구광역시  (2700000000)","1,163,001","1,163,001","75,683","109,517","145,559","149,539","174,356","205,049","176,895","87,344","35,943","3,080","36","1,205,669","1,205,669","71,728","103,179","130,742","130,851","177,377","215,134","193,061","110,249","63,116","10,002","230"
"대구광역시 중구 (2711000000)","43,522","43,522","3,531","3,195","5,998","7,728","6,716","6,391","5,200","3,059","1,543","157","4","47,431","47,431","3,437","3,196","6,970","7,284","6,518","6,704","5,986","4,360","2,555","406","15"
"대구광역시 중구 동인동(2711051700)","4,273","4,273","154","239","651","830","537","660","619","365","190","27","1","4,309","4,309","165","212","684","679","454","608","622","503","318","61","3"
"대구광역시 중구 삼덕동(2711054500)","3,262","3,262","168","215","842","675","456","383","286","153","75","9","0","3,479","3,479","181","218","945","574","451","395","339","223","135","17","1"
"대구광역시 중구 성내1동(2711056500)","2,317","2,317","49","83","644","480","262","285","276","146","84","7","1","2,535","2,535","42","104","925","384","211","253","243","209","134","29","1"
"대구광역시 중구 성내2동(2711057500)","3,542","3,542","258","209","606","702","481","513","418","247","99","9","0","3,608","3,608","211","223","815","565","434","470","401","293","176","20","0"
"대구광역시 중구 성내3동(2711058500)","4,788","4,788","655","302","426","1,184","890","532","461","242","91","5","0","4,928","4,928","651","311","503","1,124","768","567","529","289","164","22","0"
"대구광역시 중구 대신동(2711059500)","3,637","3,637","355","275","336","568","594","572","519","270","133","15","0","3,863","3,863","306","261","339","553","564","636","575","390","209","28","2"
"대구광역시 중구 남산1동(2711064000)","1,982","1,982","83","132","341","273","280","315","293","171","89","5","0","2,206","2,206","77","116","445","258","266","296","332","240","154","20","2"
"대구광역시 중구 남산2동(2711065000)","3,431","3,431","365","228","390","627","624","494","354","229","109","11","0","3,871","3,871","412","308","478","702","569","483","388","332","159","38","2"
"대구광역시 중구 남산3동(2711066000)","2,815","2,815","177","271","289","356","476","461","393","261","120","11","0","3,347","3,347","176","264","263","324","519","547","548","407","256","43","0"
"대구광역시 중구 남산4동(2711067000)","7,618","7,618","787","728","747","1,192","1,234","1,179","872","564","286","27","2","8,693","8,693","770","643","836","1,247","1,288","1,322","1,185","870","470","59","3"
"대구광역시 중구 대봉1동(2711068000)","3,638","3,638","281","345","465","473","543","610","452","244","198","27","0","4,174","4,174","259","361","512","523","600","700","499","394","272","54","0"
"대구광역시 중구 대봉2동(2711069000)","2,219","2,219","199","168","261","368","339","387","257","167","69","4","0","2,418","2,418","187","175","225","351","394","427","325","210","108","15","1"
"대구광역시 동구 (2714000000)","167,637","167,637","10,974","13,550","19,177","23,393","25,296","27,955","26,023","14,658","6,099","506","6","174,665","174,665","10,473","12,557","17,527","20,343","23,986","29,160","29,922","18,581","10,545","1,535","36"
"대구광역시 동구 신암1동(2714051000)","5,564","5,564","471","334","653","869","824","893","780","468","254","18","0","5,584","5,584","453","265","540","762","665","847","872","656","465","56","3"
"대구광역시 동구 신암2동(2714052000)","5,601","5,601","547","543","486","908","973","848","667","410","196","23","0","6,197","6,197","517","460","447","876","963","924","887","664","408","50","1"
"대구광역시 동구 신암3동(2714053000)","5,330","5,330","595","348","523","1,005","818","778","667","394","189","13","0","5,525","5,525","541","319","501","980","753","815","808","508","257","41","2"
"대구광역시 동구 신암4동(2714054000)","8,061","8,061","417","443","1,054","1,607","1,040","1,355","1,226","646","253","19","1","8,200","8,200","453","388","1,105","1,271","926","1,391","1,376","804","430","55","1"
"대구광역시 동구 신암5동(2714054100)","3,645","3,645","216","202","397","551","503","618","630","356","161","11","0","4,033","4,033","218","216","354","485","443","653","837","500","294","33","0"
"대구광역시 동구 신천1.2동(2714055500)","5,462","5,462","228","403","639","640","757","926","939","591","315","24","0","6,260","6,260","205","322","606","589","721","1,094","1,193","893","560","77","0"
"대구광역시 동구 신천3동(2714057000)","7,181","7,181","609","682","864","1,208","1,119","1,159","889","432","202","17","0","7,406","7,406","564","540","787","1,153","1,142","1,249","978","602","324","66","1"
"대구광역시 동구 신천4동(2714058000)","4,150","4,150","179","202","596","786","601","658","606","359","150","12","1","4,257","4,257","184","159","771","660","480","596","664","467","235","40","1"
"대구광역시 동구 효목1동(2714059000)","6,036","6,036","180","319","709","653","730","1,071","1,213","787","349","25","0","6,233","6,233","130","268","631","439","601","1,079","1,439","1,023","568","54","1"
"대구광역시 동구 효목2동(2714060000)","6,272","6,272","274","480","726","845","881","1,072","1,064","617","289","24","0","6,933","6,933","301","443","700","665","877","1,195","1,301","904","482","63","2"
"대구광역시 동구 도평동(2714061500)","2,031","2,031","58","97","382","221","213","336","400","211","105","8","0","1,688","1,688","57","74","157","139","143","291","382","255","170","20","0"
"대구광역시 동구 불로.봉무동(2714062000)","9,915","9,915","765","1,177","1,006","1,083","1,767","1,680","1,389","757","270","21","0","10,274","10,274","773","1,130","916","1,033","1,823","1,688","1,542","851","431","84","3"
"대구광역시 동구 지저동(2714064000)","6,623","6,623","231","369","759","757","809","1,225","1,435","747","270","21","0","6,715","6,715","226","342","624","584","637","1,229","1,624","896","479","72","2"
